Year Published,PUMA,Borough,Neighborhoods,CD,Join,NYC_Poverty_Rate,Median_Income,Perc_White,Perc_Black,Perc_Asian,Perc_Other,Perc_Hispanic,Goal,GoalName,GoalFullName,TotalOutcome,GoalRank,IndexScore,ScoreRank,Ind1,Ind1Outcome,Ind1Rank,Ind1Definition,Ind2,Ind2Outcome,Ind2Rank,Ind2Definition,Ind3,Ind3Outcome,Ind3Rank,Ind3Definition,Ind4,Ind4Outcome,Ind4Rank,Ind4Definition,Ind5,Ind5Outcome,Ind5Rank,Ind5Definition,Ind6,Ind6Outcome,Ind6Rank,Ind6Definition,Ind7,Ind7Outcome,Ind7Rank,Ind7Definition,Ind8,Ind8Outcome,Ind8Rank,Ind8Definition
2020,3901,Staten Island,"Tottenville, Great Kills & Annadale",SI Community District 3,3901,0.114,40637,0.836,0.009,0.047,0.011,0.097,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",2.047271028,21,3.757060221,Middle,Bank / Credit Union-To-Nonbank Ratio,0.334027778,10,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,1.931993818,24,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0,28,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 16.72%; Black or African American (non-Hispanic or Latino) 0.65%; Hispanic or Latino 4.69%; Other/No Information 11.16%; White (non-Hispanic or Latino) 66.79%,41,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.964,4,Percentage of residents with a bank or credit union account,Affordable Products,0.71875,2,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.2529,10,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,4101,Queens,Astoria & Long Island City,QN Community District 1,4101,0.183,31658,0.478,0.063,0.159,0.029,0.272,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,,No Majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,3901,Staten Island,"Tottenville, Great Kills & Annadale",SI Community District 3,3901,0.114,40637,0.836,0.009,0.047,0.011,0.097,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,3.595330168,17,5.862159382,Top,Ability To Borrow At Low Cost,0.71,10,Percentage of residents with a prime or better credit score,Housing Stability,0.138,53,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.961,1,Percentage of residents with health insurance,Rent Burden,0.409,4,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.289,20,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,45.9,30,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0,40,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2020,3901,Staten Island,"Tottenville, Great Kills & Annadale",SI Community District 3,3901,0.114,40637,0.836,0.009,0.047,0.011,0.097,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",1.904654992,15,5.358250344,Top,Access To Groceries,174.66,28,Supermarket square footage per 100 residents,Child Care Capacity,0.58463,35,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.06,3,Percentage of adults who did not receive needed medical care in past year,Cost Of Transportation ($),872.285,48,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.104462142,1,Percentage of median household income spent on transportation,Journey To Work Time,45,42,Average (mean) travel time to work in minutes,,,,,,,,
2020,3901,Staten Island,"Tottenville, Great Kills & Annadale",SI Community District 3,3901,0.114,40637,0.836,0.009,0.047,0.011,0.097,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,6.048275607,9,4.943597361,Top,Job Training And Placement Support,1.239157373,27,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.734294434,2,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,,,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,48867.94922,8,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.871,3,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.552,46,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.635,55,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.913521714,7,Percentage of adults with a high school degree or equivalent
2020,3901,Staten Island,"Tottenville, Great Kills & Annadale",SI Community District 3,3901,0.114,40637,0.836,0.009,0.047,0.011,0.097,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,26.95764131,10,5.54297091,Top,"Goal 1: Access to Affordable, High-Quality Financial Services",,21,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,15,,Goal 3: Access to Quality Jobs & Income Supports,,9,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,17,,Goal 5: Opportunities to Build Assets & Plan for the Future,,3,,,,,,,,,,,,,
2020,3901,Staten Island,"Tottenville, Great Kills & Annadale",SI Community District 3,3901,0.114,40637,0.836,0.009,0.047,0.011,0.097,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.836,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,3902,Staten Island,New Springville & South Beach,SI Community District 2,3902,0.144,35413,0.683,0.037,0.125,0.019,0.136,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,10.69732119,6,8.820003297,Top,Homeownership Opportunity,0.711,3,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.766,4,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,48.03322421,19,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,3.57:1,13,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,37.39201762,15,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.234671672,33,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,43,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2020,3902,Staten Island,New Springville & South Beach,SI Community District 2,3902,0.144,35413,0.683,0.037,0.125,0.019,0.136,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",3.035393342,16,4.08093547,Top,Bank / Credit Union-To-Nonbank Ratio,8.8:1,9,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,3.916555205,4,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0,28,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 35.58%; Black or African American (non-Hispanic or Latino) 0.79%; Hispanic or Latino 4.68%; Other/No Information 10.78%; White (non-Hispanic or Latino) 48.18%,46,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.935,15,Percentage of residents with a bank or credit union account,Affordable Products,0.698113208,4,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.2314,14,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,3902,Staten Island,New Springville & South Beach,SI Community District 2,3902,0.144,35413,0.683,0.037,0.125,0.019,0.136,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-2.667844612,32,3.498205735,Middle,Ability To Borrow At Low Cost,0.68,15,Percentage of residents with a prime or better credit score,Housing Stability,0.187,52,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.936,8,Percentage of residents with health insurance,Rent Burden,0.567,33,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.317,31,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,42.8,29,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0,40,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2020,4107,Queens,Elmhurst & South Corona,QN Community District 4,4107,0.271,21889,0.063,0.079,0.332,0.019,0.507,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,-26.16089544,46,1.530314558,Bottom,"Goal 1: Access to Affordable, High-Quality Financial Services",,27,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,44,,Goal 3: Access to Quality Jobs & Income Supports,,48,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,53,,Goal 5: Opportunities to Build Assets & Plan for the Future,,38,,,,,,,,,,,,,
2020,3902,Staten Island,New Springville & South Beach,SI Community District 2,3902,0.144,35413,0.683,0.037,0.125,0.019,0.136,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",10.70446957,3,9.69241463,Top,Access To Groceries,338.45,1,Supermarket square footage per 100 residents,Child Care Capacity,0.61498,26,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.07,6,Percentage of adults who did not receive needed medical care in past year,Cost Of Transportation ($),770.5691667,46,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.11050095,3,Percentage of median household income spent on transportation,Journey To Work Time,41.3,21,Average (mean) travel time to work in minutes,,,,,,,,
2020,3902,Staten Island,New Springville & South Beach,SI Community District 2,3902,0.144,35413,0.683,0.037,0.125,0.019,0.136,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,4.486995639,12,4.58739355,Top,Job Training And Placement Support,3.070137129,18,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.618500519,8,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.578,48,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,42318.69531,12,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.833,5,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.66,38,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.895,42,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.880255565,11,Percentage of adults with a high school degree or equivalent
2020,3902,Staten Island,New Springville & South Beach,SI Community District 2,3902,0.144,35413,0.683,0.037,0.125,0.019,0.136,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,26.25633513,11,5.489993157,Top,"Goal 1: Access to Affordable, High-Quality Financial Services",,16,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,3,,Goal 3: Access to Quality Jobs & Income Supports,,12,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,32,,Goal 5: Opportunities to Build Assets & Plan for the Future,,6,,,,,,,,,,,,,
2020,3902,Staten Island,New Springville & South Beach,SI Community District 2,3902,0.144,35413,0.683,0.037,0.125,0.019,0.136,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.683,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,3903,Staten Island,"Port Richmond, Stapleton & Mariners Harbor",SI Community District 1,3903,0.212,31347,0.381,0.221,0.075,0.031,0.293,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,7.434650598,9,7.757604058,Top,Homeownership Opportunity,0.556,7,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.705,12,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,49.31281147,18,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,4.07:1,7,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,27.15105384,25,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.283830445,20,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,0.030738241,35,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2020,3903,Staten Island,"Port Richmond, Stapleton & Mariners Harbor",SI Community District 1,3903,0.212,31347,0.381,0.221,0.075,0.031,0.293,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",2.050395567,20,3.758084346,Middle,Bank / Credit Union-To-Nonbank Ratio,2.8:1,26,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,2.146557676,18,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0.027027027,24,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 22.00%; Black or African American (non-Hispanic or Latino) 7.53%; Hispanic or Latino 13.67%; Other/No Information 12.19%; White (non-Hispanic or Latino) 44.60%,17,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.889,29,Percentage of residents with a bank or credit union account,Affordable Products,0.702702703,3,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.2151,19,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,3903,Staten Island,"Port Richmond, Stapleton & Mariners Harbor",SI Community District 1,3903,0.212,31347,0.381,0.221,0.075,0.031,0.293,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-3.436882815,34,3.207942293,Middle,Ability To Borrow At Low Cost,0.49,35,Percentage of residents with a prime or better credit score,Housing Stability,0.463,39,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.906,21,Percentage of residents with health insurance,Rent Burden,0.563,30,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.345,42,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,60.9,39,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,5.337524714,8,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
